lemma rank occurrences
mayor 172 1369954
bajo 173 1369212
periodo 174 1363548
importante 175 1362147
fin 176 1360544
seguro 177 1355694
trabajar 178 1354618
reglamento 179 1334365
cualquiera 180 1326402
social 181 1325358
empresa 182 1324586
ley 183 1319398
decision 184 1315942
ninguno 185 1302354
ahi 186 1295643
alguien 187 1294476
presentar 188 1292172
considerar 189 1281398
numero 190 1278715
politica 191 1276901
oh 192 1248665
familia 193 1247701
relacion 194 1240228
hecho 195 1238145
economico 196 1233634
presidente 197 1227647
gente 198 1211904
comunidad 199 1211173
ademas 200 1209417
ayuda 201 1198511
ayudar 202 1192973
pequeno 203 1192574
matar 204 1189948
entender 205 1189370
aun 206 1186661
dios 207 1183212
organizacion 208 1181646
nivel 209 1176570
mes 210 1154438
unico 211 1150670
morir 212 1149660
establecer 213 1149545
aplicacion 214 1148101
especial 215 1143221
presente 216 1142329
producto 217 1140910
propio 218 1131626
pedir 219 1130762
vivir 220 1125427
claro 221 1124229
relativo 222 1123004
equipo 223 1118428
comite 224 1113177
manera 225 1107024
realizar 226 1106973
buscar 227 1104478
alto 228 1103280
oir 229 1103013
necesario 230 1101830
luego 231 1095030
zona 232 1092552
grande 233 1088208
contar 234 1086769
junto 235 1085075
permitir 236 1076248
usar 237 1069366
centro 238 1067825
resolucion 239 1066071
dentro 240 1054093
recibir 241 1047966
entrar 242 1046177
segun 243 1045490
nadie 244 1045336
hoy 245 1039334
mientras 246 1035731
aunque 247 1029210
agua 248 1029209
objetivo 249 1018896
acabar 250 1017566
mantener 251 1017466
perder 252 1016449
cuanto 253 1014278
condicion 254 1009591
personal 255 1009530
cierto 256 1003751
final 257 1001078
dicho 258 998901
situacion 259 992992
gobierno 260 990718
escuchar 261 989732
hacia 262 988090
utilizar 263 983341
plan 264 976127
razon 265 974462
dinero 266 974060
cuestion 267 971871
posible 268 962069
millon 269 959776
mercado 270 941065
base 271 930161
principal 272 929912
varios 273 928999
cambio 274 917601
accion 275 915309
recurso 276 913702
madre 277 907348
historia 278 903446
mano 279 902399
alli 280 901095
conseguir 281 898541
empezar 282 895254
proceso 283 894100
efecto 284 892134
poblacion 285 889167
respecto 286 889020
tierra 287 884729
sesion 288 878443
guerra 289 878099
sector 290 877936
manana 291 875951
embargo 292 873285
orden 293 872515
semana 294 870881
intentar 295 864102
dato 296 863339
diciembre 297 859347
existir 298 857703
i 299 847668
idea 300 846735
chico 301 845274
tarde 302 843843
control 303 838309
mio 304 837308
fondo 305 836984
estudio 306 835383
pueblo 307 833049
largo 308 832848
policia 309 828633
apartado 310 827871
arma 311 826745
oficial 312 826007
investigacion 313 825040
region 314 824625
resultado 315 824223
aquel 316 819208
comenzar 317 818499
total 318 816952
terminar 319 815909
tras 320 814057
tema 321 813428
politico 322 809748
lado 323 808556
financiero 324 807442
suponer 325 803379
recordar 326 802802
procedimiento 327 796876
valor 328 788663
obra 329 785093
importar 330 783109
comun 331 783011
diferente 332 782939
disposicion 333 782535
humano 334 781745
convertir 335 780044
ganar 336 778936
palabra 337 778200
particular 338 774351
oficina 339 773801
paz 340 773643
cambiar 341 771971
ejemplo 342 770337
uso 343 768521
principio 344 764672
necesidad 345 762687
fuerza 346 762099
c 347 759904
mundial 348 758952
mediante 349 753689
b 350 752502
ante 351 750853
apoyo 352 750441
valer 353 745560
gracias 354 743996
fuera 355 743486
cuatro 356 741399
decidir 357 740572
hermano 358 739003
julio 359 738777
minuto 360 735566
autoridad 361 734236
puesto 362 733350
asunto 363 732793
preguntar 364 732123
crear 365 730779
anexo 366 729782
mal 367 727286
propuesta 368 724465
funcion 369 723088
pues 370 721845
lograr 371 719737
referir 372 719560
fecha 373 718080
proteccion 374 716229
mama 375 715723
partir 376 715502
derechos 377 712638
adoptar 378 709867
jugar 379 707816
muerte 380 707700
papa 381 706081
norma 382 704672
traves 383 704128
materia 384 703706
mierda 385 701324
aplicar 386 701009
chica 387 700255
local 388 697087
joven 389 692275
humanos 390 691836
reunion 391 691796
obtener 392 690084
prueba 393 689894
do 394 687655
junio 395 686491
marco 396 685842
plazo 397 683442
demasiado 398 682799
operacion 399 681900
interes 400 681818
camino 401 679873
partido 402 679163
linea 403 677855
documento 404 676128
realmente 405 674487
todavia 406 674367
muerto 407 672960
cooperacion 408 671648
casi 409 670948
incluso 410 667670
direccion 411 666787
salud 412 665114
ofrecer 413 664139
cinco 414 661764
sino 415 660485
ce 416 658472
serio 417 657609
igual 418 656130
juego 419 655378
significar 420 654117
trabajador 421 653707
sociedad 422 650413
traer 423 649849
tecnico 424 645525
frente 425 642839
rapido 426 642634
participar 427 639530
serie 428 637028
escuela 429 636836
jefe 430 636207
mostrar 431 634276
debido 432 631152
abrir 433 630678
enviar 434 629497
precio 435 626721
cerca 436 626558
cuerpo 437 625360
libro 438 624310
amor 439 624062
directiva 440 622700
cuyo 441 618828
producir 442 618675
cumplir 443 618327
cabeza 444 617886
pagar 445 617655
libre 446 616582
profesional 447 615891
enero 448 613715
noviembre 449 613570
central 450 613053
puerta 451 611545
clase 452 610776
viejo 453 610703
futuro 454 608887
mayo 455 607514
capacidad 456 605818
produccion 457 601189
educacion 458 600333
marzo 459 595730
escribir 460 593306
entidad 461 592679
superior 462 592324
gestion 463 590859
atencion 464 590752
oportunidad 465 589150
declaracion 466 585952
formacion 467 582176
objeto 468 581764
desear 469 580515
modo 470 580431
administracion 471 579817
octubre 472 578769
comunicacion 473 577675
ambos 474 577263
especie 475 576830
lista 476 576158
formar 477 575870
comer 478 575794
real 479 573197
ocurrir 480 571854
euros 481 569312
medico 482 567237
espanol 483 566382
septiembre 484 561800
pelicula 485 560979
llamado 486 560439
pregunta 487 559476
departamento 488 559178
supuesto 489 558618
comunitario 490 558259
papel 491 557978
mayoria 492 556850
representante 493 555556
luz 494 554623
anterior 495 554454
senora 496 554230
suceder 497 552632
cargo 498 552138
acceso 499 551939
suficiente 500 547760
riesgo 501 546897
institucion 502 545613
realidad 503 545303
dolares 504 544332
regresar 505 543806
red 506 543430
malo 507 540016
conformidad 508 538767
abril 509 538701
siglo 510 538615
secretario 511 537047
sentido 512 536669
antiguo 513 536085
ojo 514 534202
continuar 515 534165
texto 516 533729
sacar 517 533623
ambito 518 532068
regional 519 531809
campo 520 527652
respuesta 521 527580
distinto 522 527281
maximo 523 526389
n 524 524908
aparecer 525 524055
amar 526 523830
dificil 527 522558
tribunal 528 520595
blanco 529 520545
actual 530 520397
maldito 531 520230
corazon 532 518681
leer 533 518456
funcionar 534 518036
cabo 535 516142
calidad 536 515831
servir 537 514526
sitio 538 514131
fuerte 539 513935
edad 540 513703
establecido 541 513014
tercero 542 512886
posicion 543 512184
alcanzar 544 510953
aprobar 545 510356
caer 546 508867
parrafo 547 508416
proximo 548 507541
listo 549 507295
juridico 550 506385
mision 551 504551
preocupar 552 504167
unidad 553 503903
relacionado 554 502745
asistencia 555 501627
energia 556 501558
hija 557 500600
reconocer 558 500056
territorio 559 498525
conferencia 560 498165
rio 561 497203
administrativo 562 496825
participacion 563 496661
area 564 495834
garantizar 565 495822
paso 566 495127
conjunto 567 495019
dio 568 494762
previsto 569 493969
banco 570 493364
espacio 571 492749
termino 572 492183
carta 573 491634
aceptar 574 491548
indicar 575 490421
militar 576 490092
resultar 577 489528
civil 578 489482
pronto 579 488443
convenio 580 488166
practica 581 487811
material 582 487387
natural 583 486908
pasado 584 486886
regimen 585 486309
resto 586 485704
desarrollar 587 484594
cantidad 588 481934
cuarto 589 481345
municipio 590 481172
privado 591 481117
mil 592 480296
sur 593 478770
transporte 594 478714
mejorar 595 477005
buena 596 476434
aumentar 597 476410
director 598 474906
celebrar 599 472798
posibilidad 600 472296
seis 601 471967
asegurar 602 471731
isla 603 471205
correspondiente 604 470366
quiza 605 470295
titulo 606 468998
justo 607 468933
pago 608 466807
loco 609 465376
ingles 610 465192
publicar 611 463733
convencion 612 463116
es 613 463064
agente 614 462791
calle 615 461932
republica 616 461868
libertad 617 461766
solicitud 618 460635
frances 619 457761
esposa 620 457474
competencia 621 457416
febrero 622 456442
gasto 623 455168
especialmente 624 454585
consecuencia 625 454367
elemento 626 453974
tocar 627 453714
norte 628 452878
adelante 629 452511
tecnologia 630 451384
nota 631 451229
constituir 632 450875
empleo 633 450795
activo 634 450527
referencia 635 448435
esfuerzo 636 448035
menor 637 447904
cancion 638 446264
comprar 639 444664
diverso 640 443296
cuidado 641 442904
acerca 642 442465
eleccion 643 441679
organismo 644 441201
negro 645 439798
caracter 646 438266
cara 647 438208
evaluacion 648 437931
vivo 649 437604
categoria 650 436323
alla 651 435493
compania 652 433654
presupuesto 653 433472
importe 654 432314
conocido 655 431853
causa 656 430944
evitar 657 430833
representar 658 429779
agosto 659 429412
apoyar 660 427750
comercial 661 426221
correr 662 425920
dormir 663 425771
instrumento 664 425737
examen 665 425688
determinado 666 425607
union 667 425410
seccion 668 425168
disponer 669 425118
falta 670 424867
experiencia 671 424297
iglesia 672 423077
especifico 673 422512
feliz 674 422475
justicia 675 421820
examinar 676 421817
capital 677 421761
codigo 678 421720
organo 679 421593
minimo 680 421391
completo 681 420070
coche 682 417829
fuente 683 417813
bastante 684 416461
comercio 685 415687
ocupar 686 415268
carino 687 414975
creacion 688 414134
reducir 689 414078
credito 690 413590
importancia 691 409833
aspecto 692 409709
ambiente 693 409125
quizas 694 408851
opinion 695 408690
modelo 696 408676
movimiento 697 408130
observar 698 407806
elegir 699 407774
vuelta 700 406981
responsabilidad 701 406108
olvidar 702 405726
determinar 703 405447
mar 704 405090
informar 705 404904
obligacion 706 403999
club 707 402886
musica 708 402064
edificio 709 402006
sangre 710 401866
lucha 711 401639
negocio 712 401413
suerte 713 400839
responder 714 400512
animal 715 400290
pie 716 399394
ejercito 717 398506
conocimiento 718 397862
pesar 719 397800
ministro 720 397730
vista 721 397688
acto 722 397320
alrededor 723 396446
arreglo 724 396430
dirigir 725 395398
preparar 726 394217
interior 727 394189
curso 728 393975
senalar 729 392968
carrera 730 392270
contrato 731 392137
inversion 732 390872
motivo 733 390560
actuar 734 389951
exito 735 389408
tratamiento 736 389167
proteger 737 388792
construccion 738 387549
explicar 739 386744
dema 740 386062
genial 741 385327
industria 742 385042
siquiera 743 384182
miedo 744 383170
ejecucion 745 382471
eh 746 382162
interno 747 381055
viaje 748 380962
iniciativa 749 380446
contener 750 380033
fiesta 751 379693
detener 752 379551
rey 753 379138
registro 754 378039
banda 755 377640
auto 756 376188
facil 757 375961
prestar 758 375815
origen 759 375361
contenido 760 375015
victima 761 374420
provincia 762 373452
adios 763 373364
enfermedad 764 372811
arriba 765 372575
genero 766 371504
ah 767 371378
estrategia 768 370968
dispuesto 769 370505
diferencia 770 370243
descubrir 771 369261
entrada 772 369142
adecuado 773 367620
proporcionar 774 367372
construir 775 366652
doctor 776 366079
solucion 777 365155
responsable 778 364317
recomendacion 779 364269
tio 780 363653
capitan 781 363521
cielo 782 363323
chino 783 363244
economia 784 363202
tratado 785 362320
actualmente 786 361790
ciudadano 787 361737
imagen 788 361427
iniciar 789 360701
hermana 790 359875
correcto 791 358878
pagina 792 358490
planta 793 358181
sonar 794 358018
compromiso 795 357564
conflicto 796 357310
publicacion 797 357018
directo 798 356113
color 799 356086
promover 800 355458
temporada 801 354718
legislacion 802 354086
abierto 803 353882
metro 804 353873
demostrar 805 353506
telefono 806 352789
m 807 351549
paciente 808 351528
aprender 809 350941
metodo 810 350650
estructura 811 350609
aleman 812 349991
ejercicio 813 349726
nina 814 349642
proponer 815 349424
grave 816 349266
expresar 817 348984
diario 818 348501
cliente 819 348171
corresponder 820 346995
reserva 821 346740
noticia 822 346261
facilitar 823 346208
vender 824 345860
dano 825 345656
ingreso 826 345484
mensaje 827 345393
realizado 828 343985
casar 829 343856
diez 830 342879
par 831 342700
comprender 832 342504
cultural 833 342181
reunir 834 341328
amplio 835 340001
mover 836 339518
santo 837 339268
destinado 838 339068
echar 839 338933
sala 840 338025
figurar 841 337995
abajo 842 337977
estudiar 843 337470
habitacion 844 337189
fuego 845 336924
anual 846 336171
solicitar 847 336129
sufrir 848 336111
analisis 849 335971
asociacion 850 335801
subir 851 335765
declarar 852 335437
error 853 335395
disparar 854 335289
contribuir 855 335187
instalacion 856 335177
propiedad 857 334275
interesado 858 334072
proceder 859 333782
debate 860 333674
contacto 861 332777
nacion 862 332751
efectivo 863 331969
habitante 864 331808
basado 865 330333
division 866 329976
capitulo 867 329729
via 868 328837
secretaria 869 328818
concepto 870 328769
grado 871 328633
veces 872 328626
cultura 873 328466
secreto 874 328358
version 875 327801
voz 876 327789
salvar 877 327492
destacar 878 327490
situado 879 327462
fundamental 880 327233
nacer 881 326729
aumento 882 325896
cientifico 883 325851
cerrar 884 325771
atras 885 325538
duro 886 324717
venta 887 324668
tampoco 888 324288
escrito 889 323551
camara 890 323491
crecimiento 891 323211
confiar 892 322771
modificar 893 322383
extranjero 894 322170
campana 895 321859
ataque 896 321375
simplemente 897 320944
comida 898 320438
afectar 899 320387
verdadero 900 320293
financiacion 901 320283
rico 902 319863
u 903 319661
meter 904 319252
cuadro 905 319064
autor 906 318088
probablemente 907 317427
universidad 908 316655
hotel 909 316444
foto 910 316434
basico 911 316063
aire 912 315816
estadounidense 913 315440
finalmente 914 315222
querido 915 314647
mecanismo 916 314149
corte 917 313625
estacion 918 313443
unir 919 313371
tarea 920 312642
limite 921 312629
vehiculo 922 310693
virtud 923 310503
labor 924 309411
defensa 925 309070
suelo 926 308461
nuclear 927 308347
modificacion 928 307973
criterio 929 307768
disponible 930 307490
permanente 931 307057
soler 932 306614
ubicado 933 306485
invitar 934 306276
actuacion 935 305497
requerir 936 305467
diablo 937 305397
extrano 938 304579
protocolo 939 304131
asimismo 940 303692
pertenecer 941 303303
rojo 942 302769
pena 943 302080
hermoso 944 301766
pobre 945 301461
dejame 946 301193
presentacion 947 301163
euro 948 300904
ciencia 949 300528
epoca 950 300375
reforma 951 300149
encantar 952 299725
lengua 953 299272
letra 954 298252
demonio 955 297559
bebe 956 297536
resolver 957 297366
sueno 958 297256
requisito 959 297105
exactamente 960 296254
premio 961 295907
violencia 962 295749
lanzar 963 295525
visita 964 295155
original 965 295080
subvencion 966 294612
mantenimiento 967 294366
profesor 968 293897
conducir 969 293575
in 970 293172
mesa 971 293135
archivo 972 292217
luchar 973 292049
depender 974 291806
aplicable 975 291350
opcion 976 290925
droga 977 290705
perfecto 978 290549
mitad 979 290410
obstante 980 290403
superficie 981 290387
fisico 982 288194
establecimiento 983 288189
costa 984 287969
album 985 287864
bajar 986 286822
deberiar 987 286651
prever 988 286439
normal 989 286298
ensenar 990 286085
romper 991 285317
lejos 992 285310
naturaleza 993 284662
vamos 994 283724
experto 995 283254
hospital 996 282408
exterior 997 281980
adicional 998 281417
abogado 999 281215
garantia 1000 280344
delegacion 1001 279927
ocasion 1002 279413
mencionado 1003 279370
similar 1004 278864
sol 1005 278250
continuacion 1006 278206
muchacho 1007 277333
compartir 1008 277191
familiar 1009 276849
maestro 1010 276808
capaz 1011 276747
peor 1012 276539
robar 1013 276193
duda 1014 276130
partida 1015 276114
describir 1016 274930
dirigido 1017 274925
cumplimiento 1018 274737
hogar 1019 274527
enfrentar 1020 274479
laboral 1021 274274
regla 1022 274230
reduccion 1023 273853
siete 1024 273689
sentar 1025 273538
crecer 1026 272977
pertinente 1027 272469
d 1028 272108
abandonar 1029 272056
trato 1030 271900
destino 1031 271676
perdida 1032 271514
industrial 1033 271018
consulta 1034 270764
legal 1035 270604
fase 1036 270357
hiciste 1037 270198
oro 1038 270089
levantar 1039 270084
estudiante 1040 269703
directamente 1041 268644
estilo 1042 268322
probar 1043 268050
funcionario 1044 267708
presentado 1045 267491
superar 1046 267476
prometer 1047 266627
corto 1048 266439
destruir 1049 266290
conclusion 1050 265866
accidente 1051 265856
beber 1052 265140
promocion 1053 265042
salvo 1054 264139
aprobacion 1055 264009
mencionar 1056 263882
permanecer 1057 263793
despertar 1058 262353
organizar 1059 262184
delito 1060 262136
caracteristica 1061 261880
andar 1062 261738
maquina 1063 261536
tercer 1064 261515
perro 1065 261235
avion 1066 260931
desaparecer 1067 260893
bastar 1068 260794
popular 1069 260678
inferior 1070 260390
previo 1071 260181
entregar 1072 260122
distrito 1073 260114
disfrutar 1074 259773
causar 1075 259614
afectado 1076 259541
municipal 1077 259299
peligro 1078 259083
dolor 1079 258739
impuesto 1080 258062
arte 1081 256868
periodico 1082 256442
culpa 1083 256285
concreto 1084 255998
decreto 1085 255946
coger 1086 255847
puerto 1087 255774
caballero 1088 255556
tranquilo 1089 255453
crisis 1090 255311
television 1091 255108
beneficio 1092 254986
importacion 1093 254945
vuestro 1094 254885
bonito 1095 254683
conceder 1096 254347
estrella 1097 253621
nave 1098 253580
acordar 1099 253366
quitar 1100 252908
independiente 1101 252828
frontera 1102 252776
cubrir 1103 252762
basar 1104 252638
ensenanza 1105 252635
suyo 1106 252313
observacion 1107 252160
competente 1108 252005
soldado 1109 251634
cama 1110 251595
presencia 1111 251450
etc 1112 251410
agricola 1113 251390
fijar 1114 251359
caja 1115 251322
escapar 1116 250690
dame 1117 250436
senal 1118 249592
terreno 1119 249082
voto 1120 249015
negativo 1121 248970
contribucion 1122 248739
atacar 1123 248514
asamblea 1124 248153
barco 1125 248086
utilizacion 1126 248008
tasa 1127 247324
funcionamiento 1128 247015
s 1129 247005
ayuntamiento 1130 246671
controlar 1131 246626
electronico 1132 246571
coordinacion 1133 246189
moneda 1134 245801
contrario 1135 245642
vaya 1136 245275
encima 1137 245265
peligroso 1138 245084
recomendar 1139 244972
mejora 1140 244818
vea 1141 244184
carne 1142 244099
recoger 1143 244065
global 1144 244027
federal 1145 243583
incluido 1146 243579
idiota 1147 243468
podriar 1148 242915
usuario 1149 242664
lleno 1150 242579
honor 1151 242370
definir 1152 242064
factor 1153 242047
contexto 1154 241703
carga 1155 241604
territorial 1156 241562
intervencion 1157 241470
ok 1158 240943
comunicar 1159 240766
negociacion 1160 240739
exigir 1161 240478
firmar 1162 240221
sujeto 1163 239906
afirmar 1164 239827
mente 1165 239701
ocho 1166 239675
sexo 1167 239632
poseer 1168 239625
web 1169 239409
eliminar 1170 239341
solamente 1171 239313
detras 1172 238957
alma 1173 238703
mandato 1174 238633
plano 1175 238526
emplear 1176 238400
puta 1177 238357
recuperar 1178 238289
raro 1179 238045
coste 1180 237788
numeroso 1181 237726
fiscal 1182 237591
video 1183 237419
totalmente 1184 237026
km 1185 237024
sexual 1186 236413
batalla 1187 236406
retirar 1188 236046
vigor 1189 235947
imaginar 1190 235003
lider 1191 234972
companero 1192 234890
dictamen 1193 234779
junta 1194 234736
enemigo 1195 234024
marca 1196 233877
salida 1197 233588
afuera 1198 233198
disco 1199 232992
colaboracion 1200 232545
asesinato 1201 232487
principalmente 1202 232423
permiso 1203 232423
pleno 1204 232359
decada 1205 232177
elaborar 1206 231719
futbol 1207 231584
cuidar 1208 231523
presion 1209 231311
localidad 1210 231306
gas 1211 231287
presupuestario 1212 231277
ejecutivo 1213 230944
temer 1214 230792
cafe 1215 230700
agencia 1216 230576
hallar 1217 230410
radio 1218 230004
nombrar 1219 229962
historico 1220 229443
diseno 1221 229148
espiritu 1222 228997
italiano 1223 228987
matrimonio 1224 228860
existente 1225 228803
celebrado 1226 228501
ropa 1227 227835
juicio 1228 227175
posteriormente 1229 227067
positivo 1230 226803
verde 1231 226666
estupido 1232 226543
simple 1233 226029
igualdad 1234 225992
pobreza 1235 225062
menudo 1236 224812
prevencion 1237 224743
anadir 1238 224626
vivienda 1239 224399
discriminacion 1240 224388
respetar 1241 224309
britanico 1242 224207
sede 1243 223918
progreso 1244 223915
monetario 1245 223827
jugador 1246 223616
respeto 1247 223613
ejercer 1248 222796
preocupacion 1249 222728
visitar 1250 222658
marcha 1251 222140
peso 1252 222080
asumir 1253 222008
marido 1254 221784
autorizacion 1255 221575
preparado 1256 221103
perdon 1257 221061
ex 1258 221028
efectuar 1259 220953
alegrar 1260 220832
molestar 1261 220751
increible 1262 220688
eficaz 1263 220464
estatuto 1264 219785
existencia 1265 219760
clave 1266 219746
asesino 1267 219671
crimen 1268 219401
dado 1269 219359
prestacion 1270 219260
judicial 1271 219043
completamente 1272 218946
encargar 1273 218878
ocupado 1274 218846
motor 1275 218431
intercambio 1276 218114
boca 1277 217972
encargado 1278 217891
distribucion 1279 217807
parque 1280 217765
mandar 1281 217698
arreglar 1282 217559
asociado 1283 217315
desempenar 1284 216679
aprobado 1285 216337
debeer 1286 216006
distancia 1287 215753
rural 1288 215662
sostenible 1289 215538
productor 1290 215478
doble 1291 215439
evento 1292 215342
canal 1293 215186
compuesto 1294 214266
armado 1295 214107
oferta 1296 213937
empleado 1297 213614
dijiste 1298 213582
lindo 1299 213518
caballo 1300 213344
etapa 1301 213320
aereo 1302 213225
volar 1303 213118
cantar 1304 212872
realizacion 1305 212740
parar 1306 212541
identificar 1307 212407
ruso 1308 212369
bano 1309 212134
argentino 1310 212070
adopcion 1311 211921
edicion 1312 211897
revisar 1313 211805
victoria 1314 211784
arbol 1315 211656
acercar 1316 211588
exportacion 1317 211514
detalle 1318 211392
negar 1319 211254
beneficiario 1320 211148
sencillo 1321 211053
adoptado 1322 210954
guardar 1323 210701
volumen 1324 210648
profundo 1325 210564
artista 1326 210391
carretera 1327 210249
utilizado 1328 210089
altura 1329 209982
tienda 1330 209850
confirmar 1331 209554
vestir 1332 209169
circunstancia 1333 209120
personaje 1334 209029
faltar 1335 208795
tuyo 1336 208754
caminar 1337 208323
inmediato 1338 208236
prioridad 1339 208183
oer 1340 208118
ministerio 1341 207892
impedir 1342 207678
consumo 1343 207536
reciente 1344 207449
jamas 1345 207288
dedicar 1346 207262
modificado 1347 207261
explotacion 1348 207000
preferir 1349 206693
viajar 1350 206661
esperanza 1351 206350
reconocimiento 1352 206265
raza 1353 206091
violacion 1354 206051
alimento 1355 206047
anunciar 1356 205639
seleccion 1357 205519
tren 1358 205294
vino 1359 205191
prensa 1360 204959
excepto 1361 204269
incorporar 1362 203910
amenaza 1363 203780
introducir 1364 203557
planeta 1365 203542
arabe 1366 203264
prestamo 1367 203061
revista 1368 202972
intencion 1369 202570
corriente 1370 202559
pesca 1371 202556
estatal 1372 201573
orientacion 1373 201563
deuda 1374 201506
inicial 1375 201052
tamano 1376 200932
gubernamental 1377 200825
x 1378 200610
cortar 1379 200592
medicamento 1380 200539
proposito 1381 200520
religioso 1382 200341
emision 1383 200130
colectivo 1384 200094
ordenar 1385 200024
escala 1386 199997
exposicion 1387 199844
escena 1388 199685
censo 1389 199529
agradecer 1390 199343
ambiental 1391 199243
esencial 1392 198817
bosque 1393 198779
brazo 1394 198697
urbano 1395 198664
esfera 1396 198588
sra 1397 198587
pacifico 1398 198408
juez 1399 198265
sustituir 1400 197667
provocar 1401 197385
regular 1402 197383
cometer 1403 197351
asesinar 1404 197246
adonde 1405 197217
legislativo 1406 196859
montana 1407 196836
vuelo 1408 196610
integrado 1409 196490
defender 1410 196476
posterior 1411 196376
definicion 1412 196170
frio 1413 196163
fe 1414 196147
velocidad 1415 196142
verano 1416 196021
aproximadamente 1417 195861
instituto 1418 195764
seguimiento 1419 195516
americano 1420 195471
pieza 1421 195411
amiga 1422 195342
tradicional 1423 195100
tirar 1424 195055
flor 1425 194662
sugerir 1426 194661
idioma 1427 194417
prision 1428 194402
demanda 1429 194378
terrorismo 1430 194308
registrar 1431 194034
enmienda 1432 193891
titular 1433 193053
dificultad 1434 192924
imposible 1435 192904
perspectiva 1436 192732
formular 1437 192604
teatro 1438 192549
merecer 1439 192223
dialogo 1440 191171
duracion 1441 191116
inicio 1442 190588
consistir 1443 190342
certificado 1444 189809
ciento 1445 189330
tonto 1446 188848
occidental 1447 188818
limitar 1448 188756
conforme 1449 188740
colegio 1450 188641
muestra 1451 188492
piedra 1452 188349
ensayo 1453 188193
extraordinario 1454 188060
confianza 1455 188010
museo 1456 187884
individual 1457 187777
mentir 1458 187665
llave 1459 187592
impacto 1460 187338
gusto 1461 187217
evolucion 1462 186824
enfoque 1463 186824
dulce 1464 186685
interesante 1465 186655
trafico 1466 186482
moderno 1467 186278
concluir 1468 186162
sustancia 1469 186080
memoria 1470 186042
participante 1471 185967
revision 1472 185817
famoso 1473 185762
excelente 1474 185596
anoche 1475 185577
debajo 1476 185500
plaza 1477 185317
humanitario 1478 185289
publicado 1479 184980
inmediatamente 1480 184950
cine 1481 184206
emergencia 1482 184118
preciso 1483 184082
voluntad 1484 183996
excepcion 1485 183965
sal 1486 183781
condado 1487 183576
provisional 1488 183224
golpear 1489 183167
